id,name,parent_id,level,description,image,meta_data,slug
1211921,Tissue & Paper Towels,12119,3,0,0,0,0
1211922,Laundry Care,12119,3,0,0,0,0
121192210,Fabric Fragrances,1211922,4,0,0,0,0
121192211,Fabric Conditioners & Softeners,1211922,4,0,0,0,0
121192212,Detergents,1211922,4,0,0,0,0
12120,Kitchenware,121,2,0,0,0,0
1212010,Grills & Accessories,12120,3,0,0,0,0
1212011,Bakewares & Decorations,12120,3,0,0,0,0
1212012,Pans,12120,3,0,0,0,0
1212013,Pots,12120,3,0,0,0,0
1212014,Food Storage,12120,3,0,0,0,0
1212015,Cling Wrap,12120,3,0,0,0,0
1212016,Aluminium Foil,12120,3,0,0,0,0
1212017,"Tea, Coffee & Bartending Equipments",12120,3,0,0,0,0
1212018,Kitchen Racks,12120,3,0,0,0,0
1212019,Aprons & Kitchen Gloves,12120,3,0,0,0,0
1212020,Spatulas & Cooking Tweezers,12120,3,0,0,0,0
1212021,Chopping Boards,12120,3,0,0,0,0
1212022,Knives & Kitchen Scissors,12120,3,0,0,0,0
1212023,Whisks & Beaters,12120,3,0,0,0,0
1212024,Can & Bottle Openers,12120,3,0,0,0,0
1212025,Measuring Glasses & Spoons,12120,3,0,0,0,0
1212026,Strainers,12120,3,0,0,0,0
1212027,"Graters, Peelers & Cutters",12120,3,0,0,0,0
1212028,Kitchen Weighing Scales,12120,3,0,0,0,0
1212029,Sealers,12120,3,0,0,0,0
1212030,Others,12120,3,0,0,0,0
12121,Dinnerware,121,2,0,0,0,0
1212110,"Jugs, Pitchers & Accessories",12121,3,0,0,0,0
1212111,Tea Pots & Sets,12121,3,0,0,0,0
1212112,"Cups, Mugs & Glasses",12121,3,0,0,0,0
1212113,Water Bottles & Accessories,12121,3,0,0,0,0
1212114,Bowls,12121,3,0,0,0,0
1212115,Plates,12121,3,0,0,0,0
1212116,Cutleries,12121,3,0,0,0,0
1212117,Straws,12121,3,0,0,0,0
1212118,Food Covers,12121,3,0,0,0,0
1212119,Placemats & Coasters,12121,3,0,0,0,0
1212120,Others,12121,3,0,0,0,0
12122,Lighting,121,2,0,0,0,0
12123,Safety & Security,121,2,0,0,0,0
1212310,Safes,12123,3,0,0,0,0
1212311,Door Hardware & Locks,12123,3,0,0,0,0
12124,Home Organizers,121,2,0,0,0,0
1212410,Hangers & Pegs,12124,3,0,0,0,0
1212411,"Storage Boxes, Bags & Baskets",12124,3,0,0,0,0
1212412,Shoe Storage Boxes,12124,3,0,0,0,0
1212413,Hooks,12124,3,0,0,0,0
1212414,Laundry Bags & Baskets,12124,3,0,0,0,0
1212415,Desk Organizers,12124,3,0,0,0,0
1212416,Wardrobe Organizers,12124,3,0,0,0,0
1212417,Jewelry Organizers,12124,3,0,0,0,0
1212418,Tissue Holders,12124,3,0,0,0,0
1212419,Others,12124,3,0,0,0,0
12125,Party Supplies,121,2,0,0,0,0
1212510,Balloons,12125,3,0,0,0,0
1212511,Wooden Clips,12125,3,0,0,0,0
1212512,Backdrops & Banners,12125,3,0,0,0,0
1212513,Cards,12125,3,0,0,0,0
1212514,Disposable Tableware,12125,3,0,0,0,0
1212515,Party Hats & Masks,12125,3,0,0,0,0
1212516,Sashes,12125,3,0,0,0,0
1212517,Others,12125,3,0,0,0,0
122,Sports & Outdoors,0,1,0,0,0,0
12210,Fishing,122,2,0,0,0,0
1221010,Fishing Hooks,12210,3,0,0,0,0
1221011,Fishing Rods & Reels,12210,3,0,0,0,0
1221012,Fish Finders,12210,3,0,0,0,0
1221013,Lures & Baits,12210,3,0,0,0,0
1221014,Fishing Nets,12210,3,0,0,0,0
1221015,Others,12210,3,0,0,0,0
12211,Cycling,122,2,0,0,0,0
1221110,Bicycles,12211,3,0,0,0,0
1221111,Bicycle Parts & Accessories,12211,3,0,0,0,0
1221112,Others,12211,3,0,0,0,0
12212,Camping & Hiking,122,2,0,0,0,0
1221210,Camping Cookware,12212,3,0,0,0,0
1221211,Camping Lamps & Flashlights,12212,3,0,0,0,0
1221212,Tents & Tent Accessories,12212,3,0,0,0,0
1221213,Sleeping Bags,12212,3,0,0,0,0
1221214,"Binoculars, Monoculars & Telescopes",12212,3,0,0,0,0
1221215,Compasses,12212,3,0,0,0,0
1221216,Camping Knives & Survival Kits,12212,3,0,0,0,0
1221217,Hammocks,12212,3,0,0,0,0
1221218,Hiking Sticks,12212,3,0,0,0,0
1221219,Picnic Mats & Baskets,12212,3,0,0,0,0
1221220,Others,12212,3,0,0,0,0
12213,Rock Climbing,122,2,0,0,0,0
12214,Boardsports,122,2,0,0,0,0
1221410,Skateboards & Roller Blades,12214,3,0,0,0,0
1221411,Scooters & Unicycles,12214,3,0,0,0,0
1221412,Segways & Hoverboards,12214,3,0,0,0,0
1221413,"
Helmets & Protective Gears",12214,3,0,0,0,0
12215,Archery,122,2,0,0,0,0
1221510,Bows,12215,3,0,0,0,0
1221511,Arrows,12215,3,0,0,0,0
1221512,Others,12215,3,0,0,0,0
12216,Soccer,122,2,0,0,0,0
1221610,Uniform,12216,3,0,0,0,0
1221611,Practice Clothes,12216,3,0,0,0,0
1221612,Soccer Cleats,12216,3,0,0,0,0
1221613,Skin Guards,12216,3,0,0,0,0
1221614,Soccer Socks,12216,3,0,0,0,0
1221615,Ball ,12216,3,0,0,0,0
1221616,Goalkeeper Gloves,12216,3,0,0,0,0
1221617,Water Bottle,12216,3,0,0,0,0
1221618,Gear Bag,12216,3,0,0,0,0
1221619,Fashion and Other Equipements,12216,3,0,0,0,0
12217,Cricket,122,2,0,0,0,0
1221710,Cricket Bats,12217,3,0,0,0,0
1221711,Batting Pads,12217,3,0,0,0,0
1221712,Batting Gloves,12217,3,0,0,0,0
1221713,Cricket Helmets,12217,3,0,0,0,0
1221714,Cricket Footwear,12217,3,0,0,0,0
1221715,Cricket Protective Gear,12217,3,0,0,0,0
1221716,Cricket Sunglasses,12217,3,0,0,0,0
1221717,Cricket Clothing,12217,3,0,0,0,0
1221718,Cricket Balls,12217,3,0,0,0,0
1221719,Cricket Accessories,12217,3,0,0,0,0
1221720,Training Equipements,12217,3,0,0,0,0
12218,Basketball,122,2,0,0,0,0
1221810,Basket Balls,12218,3,0,0,0,0
1221811,Basketball Rings,12218,3,0,0,0,0
1221812,Clothings,12218,3,0,0,0,0
1221813,Fashion and Accessories,12218,3,0,0,0,0
12219,Volleyball,122,2,0,0,0,0
1221910,Volley Balls,12219,3,0,0,0,0
1221911,Volley Nets,12219,3,0,0,0,0
1221912,Clothings,12219,3,0,0,0,0
1221913,Fashion and Accessories,12219,3,0,0,0,0
12220,Badminton,122,2,0,0,0,0
1222010,Badminton Rackets,12220,3,0,0,0,0
1222011,Shuttlecocks,12220,3,0,0,0,0
1222012,Badminton Nets,12220,3,0,0,0,0
1222013,Clothings,12220,3,0,0,0,0
1222014,Fashion and Accessories,12220,3,0,0,0,0
12221,Tennis,122,2,0,0,0,0
1222110,Tennis Balls,12221,3,0,0,0,0
1222111,Tennis Nets,12221,3,0,0,0,0
1222112,Clothings,12221,3,0,0,0,0
1222113,Fashion and Accessories,12221,3,0,0,0,0
12222,Table Tennis,122,2,0,0,0,0
1222210,Table Tennis Balls,12222,3,0,0,0,0
1222211,Table Tennis Nets,12222,3,0,0,0,0
1222212,Table Tennis Bats,12222,3,0,0,0,0
1222213,Table Tennis Table,12222,3,0,0,0,0
1222214,Clothings,12222,3,0,0,0,0
1222215,Fashion and Accessories,12222,3,0,0,0,0
12223,Boxing & Martial Arts,122,2,0,0,0,0
1222310,Punching Bags & Paddings,12223,3,0,0,0,0
1222311,Martial Arts Belts,12223,3,0,0,0,0
1222312,Clothings,12223,3,0,0,0,0
1222313,Fashion and Accessories,12223,3,0,0,0,0
1222314,Other Equipements,12223,3,0,0,0,0
12224,Golf,122,2,0,0,0,0
1222410,Gears & Equipment,12224,3,0,0,0,0
1222411,Golf Accessories,12224,3,0,0,0,0
1222412,Training Equipements,12224,3,0,0,0,0
1222413,Others,12224,3,0,0,0,0
12225,Billiards,122,2,0,0,0,0
1222510,Billiards Balls,12225,3,0,0,0,0
1222511,Cues,12225,3,0,0,0,0
1222512,Tools,12225,3,0,0,0,0
1222513,Accessories,12225,3,0,0,0,0
1222514,Other Equipements,12225,3,0,0,0,0
12226,Surfing & Wakeboarding,122,2,0,0,0,0
12227,Ice Skating & Winter Sports,122,2,0,0,0,0
12228,Swimming & Diving,122,2,0,0,0,0
1222810,Swimming Goggles,12228,3,0,0,0,0
1222811,Swimming Boards,12228,3,0,0,0,0
1222812,Diving Flashlights,12228,3,0,0,0,0
1222813,Diving Masks,12228,3,0,0,0,0
1222814,Flippers,12228,3,0,0,0,0
1222815,Life Jackets,12228,3,0,0,0,0
1222816,Swimming Trunks,12228,3,0,0,0,0
1222817,Bikini Sets,12228,3,0,0,0,0
1222818,One-Piece Swimsuits,12228,3,0,0,0,0
12229,Boating,122,2,0,0,0,0
12230,Yoga & Pilates,122,2,0,0,0,0
1223010,"Yoga Blocks, Rings & Foam Rollers",12230,3,0,0,0,0
1223011,Resistance Bands,12230,3,0,0,0,0
1223012,Yoga Mats,12230,3,0,0,0,0
1223013,Clothings,12230,3,0,0,0,0
1223014,Fashion & Accessories,12230,3,0,0,0,0
12231,Gym & Fitness,122,2,0,0,0,0
1223110,Weight Training,12231,3,0,0,0,0
1223111,Skipping Ropes,12231,3,0,0,0,0
1223112,Gym Balls,12231,3,0,0,0,0
1223113,Fitness Machines,12231,3,0,0,0,0
1223114,Ab Rollers,12231,3,0,0,0,0
1223115,Gym Protective Gears,12231,3,0,0,0,0
1223116,Gym & Fitness Clothings,12231,3,0,0,0,0
1223117,Pull Up & Push Up Bars,12231,3,0,0,0,0
1223118,Others,12231,3,0,0,0,0
12232,Darts,122,2,0,0,0,0
12233,Hiking,122,2,0,0,0,0
12234,Karate,122,2,0,0,0,0
12235,Skateboarding,122,2,0,0,0,0
12236,Sports & Outdoor Apparels,122,2,0,0,0,0
1223610,Sets,12236,3,0,0,0,0
1223611,Jackets,12236,3,0,0,0,0
1223612,Tops,12236,3,0,0,0,0
1223613,Bottoms,12236,3,0,0,0,0
1223614,Sports Bras,12236,3,0,0,0,0
12237,Sports & Outdoor Accessories,122,2,0,0,0,0
1223710,Shoe Bags,12237,3,0,0,0,0
1223711,Sports Wristbands,12237,3,0,0,0,0
1223712,Sports Headbands,12237,3,0,0,0,0
1223713,Rain Coats,12237,3,0,0,0,0
1223714,Umbrellas,12237,3,0,0,0,0
1223715,"	
Mouthguards & Sport Tapes",12237,3,0,0,0,0
1223716,Training Equipments,12237,3,0,0,0,0
12238,Futsal & Sepak Takraw,122,2,0,0,0,0
12239,Others,122,2,0,0,0,0
123,Stationery,0,1,0,0,0,0
12310,Gift & Wrapping,123,2,0,0,0,0
1231010,Gift Wrappers,12310,3,0,0,0,0
1231011,Gift Boxes,12310,3,0,0,0,0
1231012,Gift Bags,12310,3,0,0,0,0
1231013,Ribbons,12310,3,0,0,0,0
1231014,Bubble Wraps,12310,3,0,0,0,0
1231015,Carton Boxes,12310,3,0,0,0,0
1231016,Others,12310,3,0,0,0,0
12311,School & Office Equipment,123,2,0,0,0,0
1231110,"Pens, Pencils & Inks",12311,3,0,0,0,0
1231111,Eraser & Correction Tools,12311,3,0,0,0,0
1231112,Marker Pens & Chalks,12311,3,0,0,0,0
1231113,White or Black Board Dusters,12311,3,0,0,0,0
1231114,Writing Boards & Board Stands,12311,3,0,0,0,0
1231115,Pen Knives & Paper Cutters,12311,3,0,0,0,0
1231116,Strings & Tapes,12311,3,0,0,0,0
1231117,Lanyards & Name Tags,12311,3,0,0,0,0
1231118,"Clips, Pins & Tacks",12311,3,0,0,0,0
1231119,Hole Punchers,12311,3,0,0,0,0
1231120,Scissors,12311,3,0,0,0,0
1231121,Staplers & Staples,12311,3,0,0,0,0
1231122,Calendars,12311,3,0,0,0,0
1231123,Folders & Paper Organizers,12311,3,0,0,0,0
1231124,"Rulers, Protractors & Stencils",12311,3,0,0,0,0
1231125,Sharpeners,12311,3,0,0,0,0
1231126,Pencil Cases,12311,3,0,0,0,0
1231127,Sticky Notes & Bookmarks,12311,3,0,0,0,0
1231128,Others,12311,3,0,0,0,0
12312,Art Supplies,123,2,0,0,0,0
1231210,Color Pencils,12312,3,0,0,0,0
1231211,Paint Brushes,12312,3,0,0,0,0
1231212,Paint Palettes,12312,3,0,0,0,0
1231213,Canvases & Easels,12312,3,0,0,0,0
12313,Notebooks & Papers,123,2,0,0,0,0
1231310,Book Covers,12313,3,0,0,0,0
1231311,Thermal Paper & Continuous Paper,12313,3,0,0,0,0
1231312,Loose Leaf,12313,3,0,0,0,0
1231313,Memo & Sticky Notes,12313,3,0,0,0,0
1231314,Art Paper & Boards,12313,3,0,0,0,0
1231315,Notebooks & Notepads,12313,3,0,0,0,0
1231316,Labels & Stickers,12313,3,0,0,0,0
1231317,Others,12313,3,0,0,0,0
12314,Letters & Envelopes,123,2,0,0,0,0
1231410,Envelopes & Angpao,12314,3,0,0,0,0
1231411,Post Cards,12314,3,0,0,0,0
1231412,Postage Stamps & Duty Stamps,12314,3,0,0,0,0
12315,Others,123,2,0,0,0,0
124,Hobbies & Collections,0,1,0,0,0,0
12410,Collectible Items,124,2,0,0,0,0
1241010,Action Figurines,12410,3,0,0,0,0
1241011,Statues & Sculptures,12410,3,0,0,0,0
1241012,Mecha Models & Diecast,12410,3,0,0,0,0
1241013,Vehicle Models & Diecast,12410,3,0,0,0,0
1241014,Stones & Minerals,12410,3,0,0,0,0
1241015,Anime & Manga Collectibles,12410,3,0,0,0,0
1241016,Coins & Bank Notes,12410,3,0,0,0,0
1241017,Others,12410,3,0,0,0,0
12411,Souvenirs,124,2,0,0,0,0
1241110,Hand Fans,12411,3,0,0,0,0
1241111,Keychains,12411,3,0,0,0,0
1241112,Coin Banks,12411,3,0,0,0,0
1241113,Fridge Magnets,12411,3,0,0,0,0
1241114,Others,12411,3,0,0,0,0
12412,Toys & Games,124,2,0,0,0,0
1241210,Magic Toys,12412,3,0,0,0,0
1241211,Prank Toys,12412,3,0,0,0,0
1241212,Puzzles,12412,3,0,0,0,0
1241213,Spinning Tops,12412,3,0,0,0,0
1241214,Kendamas,12412,3,0,0,0,0
1241215,Remote Control Toys & Accessories,12412,3,0,0,0,0
1241216,Capsule Toys,12412,3,0,0,0,0
1241217,Others,12412,3,0,0,0,0
12413,Musical Instruments & Accessories,124,2,0,0,0,0
1241310,Keyboards & Pianos,12413,3,0,0,0,0
1241311,Percussion Instruments,12413,3,0,0,0,0
1241312,Wind Instruments,12413,3,0,0,0,0
1241313,Music Accessories,12413,3,0,0,0,0
1241314,String Instruments,12413,3,0,0,0,0
124131410,Ukuleles,1241314,4,0,0,0,0
124131411,Guitars & Bass Guitars,1241314,4,0,0,0,0
124131412,Others,1241314,4,0,0,0,0
12414,Vinyl Records,124,2,0,0,0,0
12415,Photo Albums,124,2,0,0,0,0
12416,Needlework,124,2,0,0,0,0
125,Automobiles,0,1,0,0,0,0
12510,Automobile Interior Accessories,125,2,0,0,0,0
1251010,Navigation & AV Receivers,12510,3,0,0,0,0
1251011,Organizers & Compartments,12510,3,0,0,0,0
1251012,Carpets & Mats,12510,3,0,0,0,0
1251013,Seat Headrests & Back Supports,12510,3,0,0,0,0
1251014,Car Mattresses,12510,3,0,0,0,0
1251015,Steering Wheels & Covers,12510,3,0,0,0,0
1251016,Seats & Seat Covers,12510,3,0,0,0,0
1251017,Phone Holders,12510,3,0,0,0,0
1251018,Pedals & Gear Sticks,12510,3,0,0,0,0
1251019,Sun Shields & Dash Covers,12510,3,0,0,0,0
1251020,Locks & Security,12510,3,0,0,0,0
1251021,Camcorders & Parking Cameras,12510,3,0,0,0,0
1251022,"HUD, Speedometers & Gauges",12510,3,0,0,0,0
1251023,Others,12510,3,0,0,0,0
12511,Automobile Exterior Accessories,125,2,0,0,0,0
1251110,Garnish,12511,3,0,0,0,0
1251111,Antennas,12511,3,0,0,0,0
1251112,Covers,12511,3,0,0,0,0
1251113,"Stickers, Logos & Emblems",12511,3,0,0,0,0
1251114,Mud Flaps & Splash Guards,12511,3,0,0,0,0
1251115,Sill Plates,12511,3,0,0,0,0
1251116,Gutters,12511,3,0,0,0,0
1251117,Horns & Accessories,12511,3,0,0,0,0
1251118,Mirrors & Accessories,12511,3,0,0,0,0
1251119,License Plate Accessories,12511,3,0,0,0,0
1251120,Others,12511,3,0,0,0,0
12512,Automobile Spare Parts,125,2,0,0,0,0
1251210,"Body, Frame & Bumpers",12512,3,0,0,0,0
1251211,Windshield Wipers & Washers,12512,3,0,0,0,0
1251212,Tires & Accessories,12512,3,0,0,0,0
1251213,"Shocks, Struts & Suspension",12512,3,0,0,0,0
1251214,"Radiators, Engine Cooling & Climate Control",12512,3,0,0,0,0
1251215,"Drivetrain, Transmission & Clutches",12512,3,0,0,0,0
1251216,Bearing & Seals,12512,3,0,0,0,0
1251217,Engine Parts,12512,3,0,0,0,0
1251218,"Belts, Hoses & Pulleys",12512,3,0,0,0,0
1251219,Electronics,12512,3,0,0,0,0
125121910,Ignition Coils,1251219,4,0,0,0,0
125121911,Spark Plugs,1251219,4,0,0,0,0
125121912,Lighting,1251219,4,0,0,0,0
125121913,Others,1251219,4,0,0,0,0
1251220,Fuel System,12512,3,0,0,0,0
12513,Automotive Tools,125,2,0,0,0,0
12514,Automotive Keychains & Key Covers,125,2,0,0,0,0
126,Motorcycles,0,1,0,0,0,0
12610,Motorcycle Accessories,126,2,0,0,0,0
1261010,Carpets,12610,3,0,0,0,0
1261011,"Speedometers, Odometers & Gauges",12610,3,0,0,0,0
1261012,Covers,12610,3,0,0,0,0
1261013,"Stickers, Logos & Emblems",12610,3,0,0,0,0
1261014,Seats & Seat Covers,12610,3,0,0,0,0
1261015,Mirrors & Accessories,12610,3,0,0,0,0
1261016,Phone Holders,12610,3,0,0,0,0
1261017,Mud Flaps & Splash Guards,12610,3,0,0,0,0
1261018,Others,12610,3,0,0,0,0
12611,Motorcycle Spare Parts,126,2,0,0,0,0
1261110,Ignition & Engine Parts,12611,3,0,0,0,0
126111010,Radiators,1261110,4,0,0,0,0
126111011,Pistons,1261110,4,0,0,0,0
126111012,CDI & ECU,1261110,4,0,0,0,0
126111013,Spark Plugs,1261110,4,0,0,0,0
126111014,Ignition Coils,1261110,4,0,0,0,0
126111015,V-Belts,1261110,4,0,0,0,0
126111016,Air Filters,1261110,4,0,0,0,0
126111017,Others,1261110,4,0,0,0,0
1261111,Fuel System,12611,3,0,0,0,0
1261112,Brake System,12611,3,0,0,0,0
1261113,"Shocks, Struts & Suspension",12611,3,0,0,0,0
1261114,"Drivetrain, Transmission & Clutches",12611,3,0,0,0,0
126111410,Chains & Gears,1261114,4,0,0,0,0
126111411,Clutches,1261114,4,0,0,0,0
126111412,Bearings,1261114,4,0,0,0,0
1261115,Cables & Tubes,12611,3,0,0,0,0
1261116,Body & Frame,12611,3,0,0,0,0
1261117,Exhaust & Emissions,12611,3,0,0,0,0
1261118,"Wheels, Rims & Accessories",12611,3,0,0,0,0
1261119,Tires & Accessories,12611,3,0,0,0,0
1261120,Lighting,12611,3,0,0,0,0
1261121,Others,12611,3,0,0,0,0
12612,Motorcycle Helmets & Accessories,126,2,0,0,0,0
12613,Others,126,2,0,0,0,0
127,"Tickets, Vouchers & Services",0,1,0,0,0,0
12710,Events & Attractions,127,2,0,0,0,0
1271010,Theme Parks & Attractions,12710,3,0,0,0,0
1271011,"Events, Fairs & Conferences",12710,3,0,0,0,0
1271012,Movies,12710,3,0,0,0,0
1271013,Concerts & Exhibitions,12710,3,0,0,0,0
12711,F&B,127,2,0,0,0,0
12712,Shopping,127,2,0,0,0,0
12713,Utilities,127,2,0,0,0,0
12714,Services,127,2,0,0,0,0
1271410,Housekeeping,12714,3,0,0,0,0
1271411,Delivery & Moving,12714,3,0,0,0,0
1271412,Air-Conditioning Servicing,12714,3,0,0,0,0
1271413,Photography & Printing,12714,3,0,0,0,0
1271414,Design,12714,3,0,0,0,0
12715,Beauty & Wellness,127,2,0,0,0,0
1271510,Health,12715,3,0,0,0,0
1271511,Dental,12715,3,0,0,0,0
1271512,Fitness,12715,3,0,0,0,0
1271513,Hair,12715,3,0,0,0,0
1271514,Spa & Massage,12715,3,0,0,0,0
12716,Transport,127,2,0,0,0,0
12717,Lessons & Workshops,127,2,0,0,0,0
12718,Telco,127,2,0,0,0,0
1271810,Internet & Cable TV,12718,3,0,0,0,0
1271811,Mobile Data,12718,3,0,0,0,0
1271812,Mobile Top-ups & Pre-paid,12718,3,0,0,0,0
12719,Travel,127,2,0,0,0,0
1271910,Accommodation,12719,3,0,0,0,0
1271911,Hot Springs,12719,3,0,0,0,0
1271912,Flights,12719,3,0,0,0,0
1271913,Trains,12719,3,0,0,0,0
1271914,Buses,12719,3,0,0,0,0
1271915,Car Rentals,12719,3,0,0,0,0
1271916,Tour & Packages,12719,3,0,0,0,0
12720,Gaming & App Stores,127,2,0,0,0,0
128,Books & Magazines,0,1,0,0,0,0
12810,Magazines & Newspaper,128,2,0,0,0,0
1281010,Business,12810,3,0,0,0,0
1281011,Lifestyle,12810,3,0,0,0,0
1281012,Teenager,12810,3,0,0,0,0
1281013,Others,12810,3,0,0,0,0
12811,Books,128,2,0,0,0,0
1281110,Children's Books,12811,3,0,0,0,0
1281111,Recipes & Cooking,12811,3,0,0,0,0
1281112,Language Learning & Dictionaries,12811,3,0,0,0,0
1281113,Classic Literature,12811,3,0,0,0,0
1281114,Romance,12811,3,0,0,0,0
1281115,Religion & Philosophy,12811,3,0,0,0,0
1281116,Others,12811,3,0,0,0,0
12812,E-Books,128,2,0,0,0,0
129,Computers & Accessories,0,1,0,0,0,0
12910,Desktop Computers,129,2,0,0,0,0
1291010,Desktop PC,12910,3,0,0,0,0
1291011,Mini PC,12910,3,0,0,0,0
1291012,Server PC,12910,3,0,0,0,0
1291013,All-in-One Desktops,12910,3,0,0,0,0
12911,Laptops,129,2,0,0,0,0
1291110,Office Laptops,12911,3,0,0,0,0
1291111,Gaming Laptops,12911,3,0,0,0,0
1291112,Student Laptops,12911,3,0,0,0,0
1291113,Programming Laptops,12911,3,0,0,0,0
1291114,All-in-One Laptops,12911,3,0,0,0,0
12912,Monitors,129,2,0,0,0,0
12913,Desktop & Laptop Components,129,2,0,0,0,0
1291310,Motherboards,12913,3,0,0,0,0
1291311,Power Supply Units,12913,3,0,0,0,0
1291312,RAM,12913,3,0,0,0,0
1291313,UPS & Stabilizers,12913,3,0,0,0,0
1291314,PC Cases,12913,3,0,0,0,0
1291315,Optical Drives,12913,3,0,0,0,0
1291316,Sound Cards,12913,3,0,0,0,0
12914,Data Storage,129,2,0,0,0,0
1291410,Internal Hard Disk,12914,3,0,0,0,0
1291411,Extertnal Hard Disk,12914,3,0,0,0,0
1291412,Pen Drive,12914,3,0,0,0,0
1291413,SD & Micro SD,12914,3,0,0,0,0
12915,Network Components,129,2,0,0,0,0
1291510,Wireless Adapters & Network Cards,12915,3,0,0,0,0
1291511,Network Switches & PoE,12915,3,0,0,0,0
12916,Office Equipment,129,2,0,0,0,0
1291610,Typewriters,12916,3,0,0,0,0
1291611,Absence Machines,12916,3,0,0,0,0
1291612,Paper Shredders,12916,3,0,0,0,0
1291613,Money Counters,12916,3,0,0,0,0
12917,Printers & Scanners,129,2,0,0,0,0
1291710,"Printers, Scanners & Photocopy Machines",12917,3,0,0,0,0
1291711,Thermal & Barcode Printers,12917,3,0,0,0,0
1291712,3D Printers,12917,3,0,0,0,0
1291713,Others,12917,3,0,0,0,0
12918,Peripherals & Accessories,129,2,0,0,0,0
1291810,Webcams,12918,3,0,0,0,0
1291811,Laptop Skins & Covers,12918,3,0,0,0,0
1291812,Cooling Pads,12918,3,0,0,0,0
1291813,Laptop Stands & Foldable Laptop Desks,12918,3,0,0,0,0
1291814,Keyboard & Trackpad Covers,12918,3,0,0,0,0
1291815,Laptop Batteries,12918,3,0,0,0,0
1291816,Laptop Chargers & Adaptors,12918,3,0,0,0,0
1291817,Video Conference Devices,12918,3,0,0,0,0
1291818,Mouse Pads,12918,3,0,0,0,0
12919,Keyboards & Mice,129,2,0,0,0,0
1291910,Mouse Pads,12919,3,0,0,0,0
1291911,Keyboards,12919,3,0,0,0,0
1291912,Others,12919,3,0,0,0,0
130,Religious Supplies,0,1,0,0,0,0
13010,Islam,130,2,0,0,0,0
1301010,Books,13010,3,0,0,0,0
1301011,Prayer Equipements,13010,3,0,0,0,0
1301012,Outfit,13010,3,0,0,0,0
1301013,Accessories,13010,3,0,0,0,0
13011,Hinduism,130,2,0,0,0,0
1301110,Books,13011,3,0,0,0,0
1301111,Prayer Equipements,13011,3,0,0,0,0
1301112,Outfit,13011,3,0,0,0,0
1301113,Accessories,13011,3,0,0,0,0
13012,Buddhism,130,2,0,0,0,0
1301210,Books,13012,3,0,0,0,0
1301211,Prayer Equipements,13012,3,0,0,0,0
1301212,Outfit,13012,3,0,0,0,0
1301213,Accessories,13012,3,0,0,0,0
13013,Christianity,130,2,0,0,0,0
1301310,Books,13013,3,0,0,0,0
1301311,Prayer Equipements,13013,3,0,0,0,0
1301312,Outfit,13013,3,0,0,0,0
1301313,Accessories,13013,3,0,0,0,0
13014,Judaism,130,2,0,0,0,0
1301410,Books,13014,3,0,0,0,0
1301411,Prayer Equipements,13014,3,0,0,0,0
1301412,Outfit,13014,3,0,0,0,0
1301413,Accessories,13014,3,0,0,0,0
13015,Sikhism,130,2,0,0,0,0
1301510,Books,13015,3,0,0,0,0
1301511,Prayer Equipements,13015,3,0,0,0,0
1301512,Outfit,13015,3,0,0,0,0
1301513,Accessories,13015,3,0,0,0,0
13016,Jainism,130,2,0,0,0,0
1301610,Books,13016,3,0,0,0,0
1301611,Prayer Equipements,13016,3,0,0,0,0
1301612,Outfit,13016,3,0,0,0,0
1301613,Accessories,13016,3,0,0,0,0
13017,Folk religions,130,2,0,0,0,0
1301710,Books,13017,3,0,0,0,0
1301711,Prayer Equipements,13017,3,0,0,0,0
1301712,Outfit,13017,3,0,0,0,0
1301713,Accessories,13017,3,0,0,0,0
13018,Shinto,130,2,0,0,0,0
1301810,Books,13018,3,0,0,0,0
1301811,Prayer Equipements,13018,3,0,0,0,0
1301812,Outfit,13018,3,0,0,0,0
1301813,Accessories,13018,3,0,0,0,0
13019,Other religions,130,2,0,0,0,0
1301910,Books,13019,3,0,0,0,0
1301911,Prayer Equipements,13019,3,0,0,0,0
1301912,Outfit,13019,3,0,0,0,0
1301913,Accessories,13019,3,0,0,0,0
